67.388,0.3304,-1.04866,9.70849,0
67.734,0.301669,-1.0319,9.72764,0
68.078,0.275333,-1.02711,9.76116,0
68.42,0.335188,-1.05824,9.7468,0
68.759,0.318429,-1.08936,9.69173,0
69.104,0.342371,-1.01035,9.78271,0
69.449,0.306458,-1.0319,9.65821,0
69.791,0.40462,-1.05584,9.73004,0
70.134,0.304064,-0.97444,9.70849,0
70.583,0.335188,-1.01514,9.75398,0
70.927,0.253785,-1.01514,9.71567,0
71.272,0.272939,-1.04387,9.74201,0
71.614,0.351948,-1.01754,9.74201,0
71.955,0.308852,-1.05824,9.64863,0
72.295,-0.107739,-0.835577,9.61751,0
72.638,0.349553,-0.986411,9.79468,0
72.98,0.138864,-0.545878,9.54089,0
73.322,0.366313,-1.01514,9.74919,0
73.666,-0.227449,-1.4054,9.08839,0
74.009,-3.7182,-2.38941,8.45871,0
74.351,-5.36541,-1.62566,7.63272,0
74.693,-5.4085,-1.70228,7.66145,0
75.037,-4.18506,-1.47962,8.45871,0
75.377,-3.94325,-1.19471,8.54012,0
75.834,-4.13479,-1.35033,8.26479,0
76.175,-2.13802,-0.711078,9.93833,0
76.517,-3.83551,-1.12288,8.73884,0
76.861,-3.78045,-1.16119,8.7963,0
77.203,-3.66552,-1.13006,8.60955,0
77.544,-3.62961,-1.09415,8.67659,0
77.889,-3.20344,-1.13006,9.07642,0
78.231,-0.672771,-0.806846,9.85693,0
78.572,-0.294487,-0.543484,9.95749,0
78.916,-0.976834,-0.804452,9.38048,0
79.257,0.507571,0.0885855,9.42118,0
79.599,-0.0909797,-0.964863,9.39006,0
